x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, y1, y2, y3, y4, y5, y6, y7, y8, y9, y10
809.95,836.57,858.92,858.58,901.53,1009.8,1053.4,1053.5,1073.2,1095.9,775.57,711.72,593.71,521.96,455.77,451.72,513.97,585,703.27,766.3
812.26,839.02,861.09,859.31,901.63,1009.7,1052.7,1052.4,1071.1,1093.3,771.95,708.92,589.98,518.9,452.35,448.04,510.75,581.52,700.13,763.29
814.59,841.4,862.56,860.16,901.24,1009.4,1052.5,1051,1068.8,1091.1,769.51,706,587.16,515.47,449.26,444.94,508.07,578.68,697.41,760.83
817.03,843.71,863.89,860.77,901.1,1009.5,1052,1050.3,1066.9,1088.6,766.61,703.06,583.76,512.21,445.94,441.88,504.49,575.64,694.63,758.5
819.68,845.9,865.35,861.44,901.22,1009.4,1051.3,1048.7,1065.4,1086.1,764.47,700,580.84,509.08,442.76,438.26,501.34,571.75,692,756.31
822.51,848.38,866.31,861.44,901.23,1009.6,1050.8,1048.8,1063.8,1083,761.95,697.9,577.84,505.93,439.6,435.23,497.88,569.55,689.45,754.39
825.35,849.79,866.96,862.08,901.13,1009.6,1050.7,1048.4,1062.4,1080.3,759.63,695.29,574.67,502.95,436.65,432.33,495.4,565.58,687.15,752.23
828.22,851.85,867.69,862.32,901.06,1009.3,1050.5,1048.8,1060.8,1077.3,757.83,692.56,571.5,499.78,433.6,429.31,492.24,562.71,684.59,750.36
831,853.52,868.34,862.33,901.06,1009.3,1050.3,1048.2,1059.1,1075,756.18,690.26,568.77,496.96,430.69,426.47,489.47,559.54,682.07,748.5
834.44,855.28,868.89,862.5,900.89,1009.3,1050,1048,1057.5,1071.7,754.35,687.88,565.76,494,427.52,423.27,486.5,556.88,679.86,746.81
837.54,857.04,869.04,862.36,901,1009.2,1049.7,1047.4,1056.5,1069,752.68,685.68,562.75,491.31,425,420.42,483.71,554.33,677.3,744.86
840.58,858.32,868.93,862.27,900.93,1009.3,1049.6,1046.6,1055.1,1065.2,751.33,683.17,559.93,488.54,421.95,417.96,481.36,551.74,675.27,743.09
844.02,860.13,868.8,862.63,900.73,1009.2,1049.7,1046.3,1053.5,1062.4,749.58,681.29,557.61,485.68,419.1,415.28,478.64,549.03,673.41,741.43
847.36,862.02,868.72,862.44,900.56,1009.2,1049.7,1046.8,1051.8,1059,748.4,679.38,554.85,483.44,416.92,412.54,475.95,546.79,671.13,739.63
851.26,863.31,868.73,862.32,900.62,1009.3,1049.6,1046.9,1050.9,1056,747.18,677.71,552.6,481.2,414.19,410.19,473.44,544.55,669.1,738
